model_id,prompt_id,subtype_id,pair_id,task_type,pair_outcome,control_qid,perturbed_qid,control_input,perturbed_input,gold,control_raw_output,perturbed_raw_output,control_parsed_output,perturbed_parsed_output,control_error_type,perturbed_error_type,trigger_shape,trigger_explanation
gemini-3-flash,P1,ocr_confusable,pair_main_ext_ocr_confusable_103,extraction,flip_case,pair_main_ext_ocr_confusable_103_control,pair_main_ext_ocr_confusable_103_perturbed,热帖摘要：#创投观察 上有用户提到 深蓝能源E8 于2026年07月10日完成2000万元融资，后续预算将用于供应链升级，配图标注了AX3134。,热帖摘要：#创投观察 上有用户提到 深蓝能源EB 于2026年07月10日完成2000万元融资，后续预算将用于供应链升级，配图标注了AX3134。,"{""amount"": ""2000万元"", ""company"": ""深蓝能源E8"", ""date"": ""2026-07-10""}","{""company"": ""深蓝能源E8"", ""date"": ""2026-07-10"", ""amount"": ""2000万元""}","{""company"": ""深蓝能源EB"", ""date"": ""2026-07-10"", ""amount"": ""2000万元""}","{""amount"": ""2000万元"", ""company"": ""深蓝能源E8"", ""date"": ""2026-07-10""}","{""amount"": ""2000万元"", ""company"": ""深蓝能源EB"", ""date"": ""2026-07-10""}",ok,mismatch_company,ocr_confusion_near_key_slot,OCR 易混字符落在关键槽位附近，模型未完成必要的字符归一化，导致字段级精确匹配失败。
gemini-3-flash,P1,ocr_confusable,pair_main_ext_ocr_confusable_104,extraction,flip_case,pair_main_ext_ocr_confusable_104_control,pair_main_ext_ocr_confusable_104_perturbed,社媒贴文：有人转发说“瑞光芯片B8在2026年08月13日拿到2600万元融资”，评论区补充这笔资金会投向海外试点，截图里还带着编号AX3151。,社媒贴文：有人转发说“瑞光芯片88在2026年08月13日拿到2600万元融资”，评论区补充这笔资金会投向海外试点，截图里还带着编号AX3151。,"{""amount"": ""2600万元"", ""company"": ""瑞光芯片B8"", ""date"": ""2026-08-13""}","{""company"": ""瑞光芯片B8"", ""date"": ""2026-08-13"", ""amount"": ""2600万元""}","{""company"": ""瑞光芯片88"", ""date"": ""2026-08-13"", ""amount"": ""2600万元""}","{""amount"": ""2600万元"", ""company"": ""瑞光芯片B8"", ""date"": ""2026-08-13""}","{""amount"": ""2600万元"", ""company"": ""瑞光芯片88"", ""date"": ""2026-08-13""}",ok,mismatch_company,ocr_confusion_near_key_slot,OCR 易混字符落在关键槽位附近，模型未完成必要的字符归一化，导致字段级精确匹配失败。
gemini-3-flash,P1,ocr_confusable,pair_main_ext_ocr_confusable_108,extraction,flip_case,pair_main_ext_ocr_confusable_108_control,pair_main_ext_ocr_confusable_108_perturbed,邮件纪要：青穗农业T5已于2026年12月25日完成1200万元融资（编号AX3219），后续预算主要投向市场扩张。,邮件纪要：青穗农业TS已于2026年12月25日完成1200万元融资（编号AX3219），后续预算主要投向市场扩张。,"{""amount"": ""1200万元"", ""company"": ""青穗农业T5"", ""date"": ""2026-12-25""}","{""company"": ""青穗农业T5"", ""date"": ""2026-12-25"", ""amount"": ""1200万元""}","{""company"": ""青穗农业TS"", ""date"": ""2026-12-25"", ""amount"": ""1200万元""}","{""amount"": ""1200万元"", ""company"": ""青穗农业T5"", ""date"": ""2026-12-25""}","{""amount"": ""1200万元"", ""company"": ""青穗农业TS"", ""date"": ""2026-12-25""}",ok,mismatch_company,ocr_confusion_near_key_slot,OCR 易混字符落在关键槽位附近，模型未完成必要的字符归一化，导致字段级精确匹配失败。
gemini-3-flash,P1,ocr_confusable,pair_main_ext_ocr_confusable_109,extraction,flip_case,pair_main_ext_ocr_confusable_109_control,pair_main_ext_ocr_confusable_109_perturbed,"To: 投资团队
内容：确认 蓝海数据A1 在2026年01月01日完成1500万元融资，备案号AX3236，这笔钱将用于渠道建设。","To: 投资团队
内容：确认 蓝海数据AI 在2026年01月01日完成1500万元融资，备案号AX3236，这笔钱将用于渠道建设。","{""amount"": ""1500万元"", ""company"": ""蓝海数据A1"", ""date"": ""2026-01-01""}","{""company"": ""蓝海数据A1"", ""date"": ""2026-01-01"", ""amount"": ""1500万元""}","{""company"": ""蓝海数据AI"", ""date"": ""2026-01-01"", ""amount"": ""1500万元""}","{""amount"": ""1500万元"", ""company"": ""蓝海数据A1"", ""date"": ""2026-01-01""}","{""amount"": ""1500万元"", ""company"": ""蓝海数据AI"", ""date"": ""2026-01-01""}",ok,mismatch_company,ocr_confusion_near_key_slot,OCR 易混字符落在关键槽位附近，模型未完成必要的字符归一化，导致字段级精确匹配失败。
gemini-3-flash,P1,ocr_confusable,pair_main_ext_ocr_confusable_111,extraction,flip_case,pair_main_ext_ocr_confusable_111_control,pair_main_ext_ocr_confusable_111_perturbed,IM 摘录：[投研群] “新纪元物流X2 已在2026年03月07日完成2000万元融资，追踪号AX3270，资金会投向供应链升级。”,IM 摘录：[投研群] “新纪元物流X2 已在2026年03月07日完成Z000万元融资，追踪号AX3270，资金会投向供应链升级。”,"{""amount"": ""2000万元"", ""company"": ""新纪元物流X2"", ""date"": ""2026-03-07""}","{""company"": ""新纪元物流X2"", ""date"": ""2026-03-07"", ""amount"": ""2000万元""}","{""company"": ""新纪元物流X2"", ""date"": ""2026-03-07"", ""amount"": ""Z000万元""}","{""amount"": ""2000万元"", ""company"": ""新纪元物流X2"", ""date"": ""2026-03-07""}","{""amount"": ""Z000万元"", ""company"": ""新纪元物流X2"", ""date"": ""2026-03-07""}",ok,mismatch_amount,ocr_confusion_near_key_slot,OCR 易混字符落在关键槽位附近，模型未完成必要的字符归一化，导致字段级精确匹配失败。
gemini-3-flash,P1,ocr_confusable,pair_main_ext_ocr_confusable_113,extraction,flip_case,pair_main_ext_ocr_confusable_113_control,pair_main_ext_ocr_confusable_113_perturbed,IM 摘录：[客服群] “华星科技I3 已在2026年05月13日完成800万元融资，追踪号AX3304，资金会投向算法研发。”,IM 摘录：[客服群] “华星科技I3 已在2026年05月13日完成BO0万元融资，追踪号AX3304，资金会投向算法研发。”,"{""amount"": ""800万元"", ""company"": ""华星科技I3"", ""date"": ""2026-05-13""}","{""company"": ""华星科技I3"", ""date"": ""2026-05-13"", ""amount"": ""800万元""}","{""company"": ""华星科技I3"", ""date"": ""2026-05-13"", ""amount"": ""BO0万元""}","{""amount"": ""800万元"", ""company"": ""华星科技I3"", ""date"": ""2026-05-13""}","{""amount"": ""BO0万元"", ""company"": ""华星科技I3"", ""date"": ""2026-05-13""}",ok,mismatch_amount,ocr_confusion_near_key_slot,OCR 易混字符落在关键槽位附近，模型未完成必要的字符归一化，导致字段级精确匹配失败。
gemini-3-flash,P1,ocr_confusable,pair_main_ext_ocr_confusable_116,extraction,flip_case,pair_main_ext_ocr_confusable_116_control,pair_main_ext_ocr_confusable_116_perturbed,OCR转写：公司=启真资讯B端；日期=2026年08月22日；金额=1200万元；编号=AX3355；备注=资金用于市场扩张。,OCR转写：公司=启真资讯8端；日期=2026年08月22日；金额=1200万元；编号=AX3355；备注=资金用于市场扩张。,"{""amount"": ""1200万元"", ""company"": ""启真资讯B端"", ""date"": ""2026-08-22""}","{""company"": ""启真资讯B端"", ""date"": ""2026-08-22"", ""amount"": ""1200万元""}","{""company"": ""启真资讯8端"", ""date"": ""2026-08-22"", ""amount"": ""1200万元""}","{""amount"": ""1200万元"", ""company"": ""启真资讯B端"", ""date"": ""2026-08-22""}","{""amount"": ""1200万元"", ""company"": ""启真资讯8端"", ""date"": ""2026-08-22""}",ok,mismatch_company,ocr_confusion_near_key_slot,OCR 易混字符落在关键槽位附近，模型未完成必要的字符归一化，导致字段级精确匹配失败。
gemini-3-flash,P1,ocr_confusable,pair_main_ext_ocr_confusable_118,extraction,flip_case,pair_main_ext_ocr_confusable_118_control,pair_main_ext_ocr_confusable_118_perturbed,OCR转写：公司=银联实验室5组；日期=2026年10月01日；金额=1800万元；编号=AX3389；备注=资金用于合规改造。,OCR转写：公司=银联实验室S组；日期=2026年10月01日；金额=1800万元；编号=AX3389；备注=资金用于合规改造。,"{""amount"": ""1800万元"", ""company"": ""银联实验室5组"", ""date"": ""2026-10-01""}","{""company"": ""银联实验室5组"", ""date"": ""2026-10-01"", ""amount"": ""1800万元""}","{""company"": ""银联实验室S组"", ""date"": ""2026-10-01"", ""amount"": ""1800万元""}","{""amount"": ""1800万元"", ""company"": ""银联实验室5组"", ""date"": ""2026-10-01""}","{""amount"": ""1800万元"", ""company"": ""银联实验室S组"", ""date"": ""2026-10-01""}",ok,mismatch_company,ocr_confusion_near_key_slot,OCR 易混字符落在关键槽位附近，模型未完成必要的字符归一化，导致字段级精确匹配失败。
gemini-3-flash,P1,ocr_confusable,pair_main_ext_ocr_confusable_119,extraction,flip_case,pair_main_ext_ocr_confusable_119_control,pair_main_ext_ocr_confusable_119_perturbed,扫描件识别结果：沐川健康S3 | 2026年11月04日 | 2000万元 | AX3406 | 资金用途=供应链升级。,扫描件识别結果：沐川健康53 | 2026年11月04日 | 2000万元 | AX3406 | 资金用途=供应链升级。,"{""amount"": ""2000万元"", ""company"": ""沐川健康S3"", ""date"": ""2026-11-04""}","{""company"": ""沐川健康S3"", ""date"": ""2026-11-04"", ""amount"": ""2000万元""}","{""company"": ""沐川健康53"", ""date"": ""2026-11-04"", ""amount"": ""2000万元""}","{""amount"": ""2000万元"", ""company"": ""沐川健康S3"", ""date"": ""2026-11-04""}","{""amount"": ""2000万元"", ""company"": ""沐川健康53"", ""date"": ""2026-11-04""}",ok,mismatch_company,ocr_confusion_near_key_slot,OCR 易混字符落在关键槽位附近，模型未完成必要的字符归一化，导致字段级精确匹配失败。
gemini-3-flash,P2,ocr_confusable,pair_main_ext_ocr_confusable_094,extraction,flip_case,pair_main_ext_ocr_confusable_094_control,pair_main_ext_ocr_confusable_094_perturbed,【融资公告】华澄资讯B8于2026年10月10日完成1800万元融资，内部编号AX2981，资金主要用于合规改造。,【融资公告】华澄资讯8B于2026年10月10日完成1800万元融资，内部编号AX2981，资金主要用于合规改造。,"{""amount"": ""1800万元"", ""company"": ""华澄资讯B8"", ""date"": ""2026-10-10""}","{
  ""company"": ""华澄资讯B8"",
  ""date"": ""2026-10-10"",
  ""amount"": ""1800万元""
}","{
  ""company"": ""华澄资讯8B"",
  ""date"": ""2026-10-10"",
  ""amount"": ""1800万元""
}","{""amount"": ""1800万元"", ""company"": ""华澄资讯B8"", ""date"": ""2026-10-10""}","{""amount"": ""1800万元"", ""company"": ""华澄资讯8B"", ""date"": ""2026-10-10""}",ok,mismatch_company,ocr_confusion_near_key_slot,OCR 易混字符落在关键槽位附近，模型未完成必要的字符归一化，导致字段级精确匹配失败。
gemini-3-flash,P2,ocr_confusable,pair_main_ext_ocr_confusable_096,extraction,flip_case,pair_main_ext_ocr_confusable_096_control,pair_main_ext_ocr_confusable_096_perturbed,客服记录：用户问“北辰网络I研什么时候融资的？”客服答“2026年12月16日，金额2600万元，工单号AX3015，主要投向海外试点。”,客服记录：用户问“北辰网络I研什么时候融资的？”客服答“2026年12月16日，金额ZG00万元，工单号AX3015，主要投向海外试点。”,"{""amount"": ""2600万元"", ""company"": ""北辰网络I研"", ""date"": ""2026-12-16""}","{
  ""company"": ""北辰网络I研"",
  ""date"": ""2026-12-16"",
  ""amount"": ""2600万元""
}","{
  ""company"": ""北辰网络I研"",
  ""date"": ""2026-12-16"",
  ""amount"": ""ZG00万元""
}","{""amount"": ""2600万元"", ""company"": ""北辰网络I研"", ""date"": ""2026-12-16""}","{""amount"": ""ZG00万元"", ""company"": ""北辰网络I研"", ""date"": ""2026-12-16""}",ok,mismatch_amount,ocr_confusion_near_key_slot,OCR 易混字符落在关键槽位附近，模型未完成必要的字符归一化，导致字段级精确匹配失败。
gemini-3-flash,P2,ocr_confusable,pair_main_ext_ocr_confusable_098,extraction,flip_case,pair_main_ext_ocr_confusable_098_control,pair_main_ext_ocr_confusable_098_perturbed,客服记录：用户问“启真资讯B端什么时候融资的？”客服答“2026年02月22日，金额900万元，工单号AX3049，主要投向产品迭代。”,客服记录：用户问“启真资讯8端什么时候融资的？”客服答“2026年02月22日，金额900万元，工单号AX3049，主要投向产品迭代。”,"{""amount"": ""900万元"", ""company"": ""启真资讯B端"", ""date"": ""2026-02-22""}","{
  ""company"": ""启真资讯B端"",
  ""date"": ""2026-02-22"",
  ""amount"": ""900万元""
}","{
  ""company"": ""启真资讯8端"",
  ""date"": ""2026-02-22"",
  ""amount"": ""900万元""
}","{""amount"": ""900万元"", ""company"": ""启真资讯B端"", ""date"": ""2026-02-22""}","{""amount"": ""900万元"", ""company"": ""启真资讯8端"", ""date"": ""2026-02-22""}",ok,mismatch_company,ocr_confusion_near_key_slot,OCR 易混字符落在关键槽位附近，模型未完成必要的字符归一化，导致字段级精确匹配失败。
gemini-3-flash,P2,ocr_confusable,pair_main_ext_ocr_confusable_101,extraction,flip_case,pair_main_ext_ocr_confusable_101_control,pair_main_ext_ocr_confusable_101_perturbed,热帖摘要：#投融资圈 上有用户提到 沐川健康S3 于2026年05月04日完成1500万元融资，后续预算将用于渠道建设，配图标注了AX3100。,热帖摘要：#投融资圈 上有用户提到 沐川健康53 于2026年05月04日完成1500万元融资，后续预算将用于渠道建设，配图标注了AX3100。,"{""amount"": ""1500万元"", ""company"": ""沐川健康S3"", ""date"": ""2026-05-04""}","{
  ""company"": ""沐川健康S3"",
  ""date"": ""2026-05-04"",
  ""amount"": ""1500万元""
}","{
  ""company"": ""沐川健康53"",
  ""date"": ""2026-05-04"",
  ""amount"": ""1500万元""
}","{""amount"": ""1500万元"", ""company"": ""沐川健康S3"", ""date"": ""2026-05-04""}","{""amount"": ""1500万元"", ""company"": ""沐川健康53"", ""date"": ""2026-05-04""}",ok,mismatch_company,ocr_confusion_near_key_slot,OCR 易混字符落在关键槽位附近，模型未完成必要的字符归一化，导致字段级精确匹配失败。
gemini-3-flash,P2,ocr_confusable,pair_main_ext_ocr_confusable_103,extraction,flip_case,pair_main_ext_ocr_confusable_103_control,pair_main_ext_ocr_confusable_103_perturbed,热帖摘要：#创投观察 上有用户提到 深蓝能源E8 于2026年07月10日完成2000万元融资，后续预算将用于供应链升级，配图标注了AX3134。,热帖摘要：#创投观察 上有用户提到 深蓝能源EB 于2026年07月10日完成2000万元融资，后续预算将用于供应链升级，配图标注了AX3134。,"{""amount"": ""2000万元"", ""company"": ""深蓝能源E8"", ""date"": ""2026-07-10""}","{
  ""company"": ""深蓝能源E8"",
  ""date"": ""2026-07-10"",
  ""amount"": ""2000万元""
}","{
  ""company"": ""深蓝能源EB"",
  ""date"": ""2026-07-10"",
  ""amount"": ""2000万元""
}","{""amount"": ""2000万元"", ""company"": ""深蓝能源E8"", ""date"": ""2026-07-10""}","{""amount"": ""2000万元"", ""company"": ""深蓝能源EB"", ""date"": ""2026-07-10""}",ok,mismatch_company,ocr_confusion_near_key_slot,OCR 易混字符落在关键槽位附近，模型未完成必要的字符归一化，导致字段级精确匹配失败。
gemini-3-flash,P2,ocr_confusable,pair_main_ext_ocr_confusable_104,extraction,flip_case,pair_main_ext_ocr_confusable_104_control,pair_main_ext_ocr_confusable_104_perturbed,社媒贴文：有人转发说“瑞光芯片B8在2026年08月13日拿到2600万元融资”，评论区补充这笔资金会投向海外试点，截图里还带着编号AX3151。,社媒贴文：有人转发说“瑞光芯片88在2026年08月13日拿到2600万元融资”，评论区补充这笔资金会投向海外试点，截图里还带着编号AX3151。,"{""amount"": ""2600万元"", ""company"": ""瑞光芯片B8"", ""date"": ""2026-08-13""}","{
  ""company"": ""瑞光芯片B8"",
  ""date"": ""2026-08-13"",
  ""amount"": ""2600万元""
}","{
  ""company"": ""瑞光芯片88"",
  ""date"": ""2026-08-13"",
  ""amount"": ""2600万元""
}","{""amount"": ""2600万元"", ""company"": ""瑞光芯片B8"", ""date"": ""2026-08-13""}","{""amount"": ""2600万元"", ""company"": ""瑞光芯片88"", ""date"": ""2026-08-13""}",ok,mismatch_company,ocr_confusion_near_key_slot,OCR 易混字符落在关键槽位附近，模型未完成必要的字符归一化，导致字段级精确匹配失败。
gemini-3-flash,P2,ocr_confusable,pair_main_ext_ocr_confusable_108,extraction,flip_case,pair_main_ext_ocr_confusable_108_control,pair_main_ext_ocr_confusable_108_perturbed,邮件纪要：青穗农业T5已于2026年12月25日完成1200万元融资（编号AX3219），后续预算主要投向市场扩张。,邮件纪要：青穗农业TS已于2026年12月25日完成1200万元融资（编号AX3219），后续预算主要投向市场扩张。,"{""amount"": ""1200万元"", ""company"": ""青穗农业T5"", ""date"": ""2026-12-25""}","{
  ""company"": ""青穗农业T5"",
  ""date"": ""2026-12-25"",
  ""amount"": ""1200万元""
}","{
  ""company"": ""青穗农业TS"",
  ""date"": ""2026-12-25"",
  ""amount"": ""1200万元""
}","{""amount"": ""1200万元"", ""company"": ""青穗农业T5"", ""date"": ""2026-12-25""}","{""amount"": ""1200万元"", ""company"": ""青穗农业TS"", ""date"": ""2026-12-25""}",ok,mismatch_company,ocr_confusion_near_key_slot,OCR 易混字符落在关键槽位附近，模型未完成必要的字符归一化，导致字段级精确匹配失败。
gemini-3-flash,P2,ocr_confusable,pair_main_ext_ocr_confusable_109,extraction,flip_case,pair_main_ext_ocr_confusable_109_control,pair_main_ext_ocr_confusable_109_perturbed,"To: 投资团队
内容：确认 蓝海数据A1 在2026年01月01日完成1500万元融资，备案号AX3236，这笔钱将用于渠道建设。","To: 投资团队
内容：确认 蓝海数据AI 在2026年01月01日完成1500万元融资，备案号AX3236，这笔钱将用于渠道建设。","{""amount"": ""1500万元"", ""company"": ""蓝海数据A1"", ""date"": ""2026-01-01""}","{
  ""company"": ""蓝海数据A1"",
  ""date"": ""2026-01-01"",
  ""amount"": ""1500万元""
}","{
  ""company"": ""蓝海数据AI"",
  ""date"": ""2026-01-01"",
  ""amount"": ""1500万元""
}","{""amount"": ""1500万元"", ""company"": ""蓝海数据A1"", ""date"": ""2026-01-01""}","{""amount"": ""1500万元"", ""company"": ""蓝海数据AI"", ""date"": ""2026-01-01""}",ok,mismatch_company,ocr_confusion_near_key_slot,OCR 易混字符落在关键槽位附近，模型未完成必要的字符归一化，导致字段级精确匹配失败。
gemini-3-flash,P2,ocr_confusable,pair_main_ext_ocr_confusable_111,extraction,flip_case,pair_main_ext_ocr_confusable_111_control,pair_main_ext_ocr_confusable_111_perturbed,IM 摘录：[投研群] “新纪元物流X2 已在2026年03月07日完成2000万元融资，追踪号AX3270，资金会投向供应链升级。”,IM 摘录：[投研群] “新纪元物流X2 已在2026年03月07日完成Z000万元融资，追踪号AX3270，资金会投向供应链升级。”,"{""amount"": ""2000万元"", ""company"": ""新纪元物流X2"", ""date"": ""2026-03-07""}","{
  ""company"": ""新纪元物流X2"",
  ""date"": ""2026-03-07"",
  ""amount"": ""2000万元""
}","{
  ""company"": ""新纪元物流X2"",
  ""date"": ""2026-03-07"",
  ""amount"": ""Z000万元""
}","{""amount"": ""2000万元"", ""company"": ""新纪元物流X2"", ""date"": ""2026-03-07""}","{""amount"": ""Z000万元"", ""company"": ""新纪元物流X2"", ""date"": ""2026-03-07""}",ok,mismatch_amount,ocr_confusion_near_key_slot,OCR 易混字符落在关键槽位附近，模型未完成必要的字符归一化，导致字段级精确匹配失败。
gemini-3-flash,P2,ocr_confusable,pair_main_ext_ocr_confusable_113,extraction,flip_case,pair_main_ext_ocr_confusable_113_control,pair_main_ext_ocr_confusable_113_perturbed,IM 摘录：[客服群] “华星科技I3 已在2026年05月13日完成800万元融资，追踪号AX3304，资金会投向算法研发。”,IM 摘录：[客服群] “华星科技I3 已在2026年05月13日完成BO0万元融资，追踪号AX3304，资金会投向算法研发。”,"{""amount"": ""800万元"", ""company"": ""华星科技I3"", ""date"": ""2026-05-13""}","{
  ""company"": ""华星科技I3"",
  ""date"": ""2026-05-13"",
  ""amount"": ""800万元""
}","{
  ""company"": ""华星科技I3"",
  ""date"": ""2026-05-13"",
  ""amount"": ""BO0万元""
}","{""amount"": ""800万元"", ""company"": ""华星科技I3"", ""date"": ""2026-05-13""}","{""amount"": ""BO0万元"", ""company"": ""华星科技I3"", ""date"": ""2026-05-13""}",ok,mismatch_amount,ocr_confusion_near_key_slot,OCR 易混字符落在关键槽位附近，模型未完成必要的字符归一化，导致字段级精确匹配失败。
gemini-3-flash,P2,ocr_confusable,pair_main_ext_ocr_confusable_116,extraction,flip_case,pair_main_ext_ocr_confusable_116_control,pair_main_ext_ocr_confusable_116_perturbed,OCR转写：公司=启真资讯B端；日期=2026年08月22日；金额=1200万元；编号=AX3355；备注=资金用于市场扩张。,OCR转写：公司=启真资讯8端；日期=2026年08月22日；金额=1200万元；编号=AX3355；备注=资金用于市场扩张。,"{""amount"": ""1200万元"", ""company"": ""启真资讯B端"", ""date"": ""2026-08-22""}","{
  ""company"": ""启真资讯B端"",
  ""date"": ""2026-08-22"",
  ""amount"": ""1200万元""
}","{
  ""company"": ""启真资讯8端"",
  ""date"": ""2026-08-22"",
  ""amount"": ""1200万元""
}","{""amount"": ""1200万元"", ""company"": ""启真资讯B端"", ""date"": ""2026-08-22""}","{""amount"": ""1200万元"", ""company"": ""启真资讯8端"", ""date"": ""2026-08-22""}",ok,mismatch_company,ocr_confusion_near_key_slot,OCR 易混字符落在关键槽位附近，模型未完成必要的字符归一化，导致字段级精确匹配失败。
gemini-3-flash,P2,ocr_confusable,pair_main_ext_ocr_confusable_118,extraction,flip_case,pair_main_ext_ocr_confusable_118_control,pair_main_ext_ocr_confusable_118_perturbed,OCR转写：公司=银联实验室5组；日期=2026年10月01日；金额=1800万元；编号=AX3389；备注=资金用于合规改造。,OCR转写：公司=银联实验室S组；日期=2026年10月01日；金额=1800万元；编号=AX3389；备注=资金用于合规改造。,"{""amount"": ""1800万元"", ""company"": ""银联实验室5组"", ""date"": ""2026-10-01""}","{
  ""company"": ""银联实验室5组"",
  ""date"": ""2026-10-01"",
  ""amount"": ""1800万元""
}","{
  ""company"": ""银联实验室S组"",
  ""date"": ""2026-10-01"",
  ""amount"": ""1800万元""
}","{""amount"": ""1800万元"", ""company"": ""银联实验室5组"", ""date"": ""2026-10-01""}","{""amount"": ""1800万元"", ""company"": ""银联实验室S组"", ""date"": ""2026-10-01""}",ok,mismatch_company,ocr_confusion_near_key_slot,OCR 易混字符落在关键槽位附近，模型未完成必要的字符归一化，导致字段级精确匹配失败。
gemini-3-flash,P2,ocr_confusable,pair_main_ext_ocr_confusable_119,extraction,flip_case,pair_main_ext_ocr_confusable_119_control,pair_main_ext_ocr_confusable_119_perturbed,扫描件识别结果：沐川健康S3 | 2026年11月04日 | 2000万元 | AX3406 | 资金用途=供应链升级。,扫描件识别結果：沐川健康53 | 2026年11月04日 | 2000万元 | AX3406 | 资金用途=供应链升级。,"{""amount"": ""2000万元"", ""company"": ""沐川健康S3"", ""date"": ""2026-11-04""}","{
  ""company"": ""沐川健康S3"",
  ""date"": ""2026-11-04"",
  ""amount"": ""2000万元""
}","{
  ""company"": ""沐川健康53"",
  ""date"": ""2026-11-04"",
  ""amount"": ""2000万元""
}","{""amount"": ""2000万元"", ""company"": ""沐川健康S3"", ""date"": ""2026-11-04""}","{""amount"": ""2000万元"", ""company"": ""沐川健康53"", ""date"": ""2026-11-04""}",ok,mismatch_company,ocr_confusion_near_key_slot,OCR 易混字符落在关键槽位附近，模型未完成必要的字符归一化，导致字段级精确匹配失败。
gemini-3-flash,P3,ocr_confusable,pair_main_ext_ocr_confusable_093,extraction,flip_case,pair_main_ext_ocr_confusable_093_control,pair_main_ext_ocr_confusable_093_perturbed,公司公告：新纪元物流X2在2026年09月07日披露完成1500万元融资（记录号 AX2964），后续将重点投入渠道建设。,公司公告：新纪元物流X2在2026年09月07日披露完成IS00万元融资（记录号 AX2964），后续将重点投入渠道建设。,"{""amount"": ""1500万元"", ""company"": ""新纪元物流X2"", ""date"": ""2026-09-07""}","{""company"": ""新纪元物流X2"", ""date"": ""2026-09-07"", ""amount"": ""1500万元""}","{""company"": ""新纪元物流X2"", ""date"": ""2026-09-07"", ""amount"": ""IS00万元""}","{""amount"": ""1500万元"", ""company"": ""新纪元物流X2"", ""date"": ""2026-09-07""}","{""amount"": ""IS00万元"", ""company"": ""新纪元物流X2"", ""date"": ""2026-09-07""}",ok,mismatch_amount,ocr_confusion_near_key_slot,OCR 易混字符落在关键槽位附近，模型未完成必要的字符归一化，导致字段级精确匹配失败。
gemini-3-flash,P3,ocr_confusable,pair_main_ext_ocr_confusable_094,extraction,flip_case,pair_main_ext_ocr_confusable_094_control,pair_main_ext_ocr_confusable_094_perturbed,【融资公告】华澄资讯B8于2026年10月10日完成1800万元融资，内部编号AX2981，资金主要用于合规改造。,【融资公告】华澄资讯8B于2026年10月10日完成1800万元融资，内部编号AX2981，资金主要用于合规改造。,"{""amount"": ""1800万元"", ""company"": ""华澄资讯B8"", ""date"": ""2026-10-10""}","{""company"": ""华澄资讯B8"", ""date"": ""2026-10-10"", ""amount"": ""1800万元""}","{""company"": ""华澄资讯8B"", ""date"": ""2026-10-10"", ""amount"": ""1800万元""}","{""amount"": ""1800万元"", ""company"": ""华澄资讯B8"", ""date"": ""2026-10-10""}","{""amount"": ""1800万元"", ""company"": ""华澄资讯8B"", ""date"": ""2026-10-10""}",ok,mismatch_company,ocr_confusion_near_key_slot,OCR 易混字符落在关键槽位附近，模型未完成必要的字符归一化，导致字段级精确匹配失败。
gemini-3-flash,P3,ocr_confusable,pair_main_ext_ocr_confusable_096,extraction,flip_case,pair_main_ext_ocr_confusable_096_control,pair_main_ext_ocr_confusable_096_perturbed,客服记录：用户问“北辰网络I研什么时候融资的？”客服答“2026年12月16日，金额2600万元，工单号AX3015，主要投向海外试点。”,客服记录：用户问“北辰网络I研什么时候融资的？”客服答“2026年12月16日，金额ZG00万元，工单号AX3015，主要投向海外试点。”,"{""amount"": ""2600万元"", ""company"": ""北辰网络I研"", ""date"": ""2026-12-16""}","{""company"": ""北辰网络I研"", ""date"": ""2026-12-16"", ""amount"": ""2600万元""}","{""company"": ""北辰网络I研"", ""date"": ""2026-12-16"", ""amount"": ""ZG00万元""}","{""amount"": ""2600万元"", ""company"": ""北辰网络I研"", ""date"": ""2026-12-16""}","{""amount"": ""ZG00万元"", ""company"": ""北辰网络I研"", ""date"": ""2026-12-16""}",ok,mismatch_amount,ocr_confusion_near_key_slot,OCR 易混字符落在关键槽位附近，模型未完成必要的字符归一化，导致字段级精确匹配失败。
gemini-3-flash,P3,ocr_confusable,pair_main_ext_ocr_confusable_098,extraction,flip_case,pair_main_ext_ocr_confusable_098_control,pair_main_ext_ocr_confusable_098_perturbed,客服记录：用户问“启真资讯B端什么时候融资的？”客服答“2026年02月22日，金额900万元，工单号AX3049，主要投向产品迭代。”,客服记录：用户问“启真资讯8端什么时候融资的？”客服答“2026年02月22日，金额900万元，工单号AX3049，主要投向产品迭代。”,"{""amount"": ""900万元"", ""company"": ""启真资讯B端"", ""date"": ""2026-02-22""}","{""company"": ""启真资讯B端"", ""date"": ""2026-02-22"", ""amount"": ""900万元""}","{""company"": ""启真资讯8端"", ""date"": ""2026-02-22"", ""amount"": ""900万元""}","{""amount"": ""900万元"", ""company"": ""启真资讯B端"", ""date"": ""2026-02-22""}","{""amount"": ""900万元"", ""company"": ""启真资讯8端"", ""date"": ""2026-02-22""}",ok,mismatch_company,ocr_confusion_near_key_slot,OCR 易混字符落在关键槽位附近，模型未完成必要的字符归一化，导致字段级精确匹配失败。
